$0;1700673100391857731;1.15;KIEKER;durian;1;false;0;NANOSECONDS;0
$1;1700673100447288473;public void tools.descartes.teastore.persistence.RepositoryTest.setup();<no-session-id>;8807633496253136897;1700673100394285308;1700673100447092217;durian;0;0
$1;1700673101435531445;public tools.descartes.teastore.persistence.domain.PersistenceUser tools.descartes.teastore.persistence.domain.UserRepository.getUserByName(java.lang.String);<no-session-id>;8807633496253136898;1700673101416634635;1700673101435511296;durian;2;2
$1;1700673101459694676;public long tools.descartes.teastore.persistence.domain.PersistenceUser.getId();<no-session-id>;8807633496253136898;1700673101459188816;1700673101459679030;durian;3;2
$1;1700673101459725972;public long tools.descartes.teastore.persistence.domain.UserRepository.createEntity(tools.descartes.teastore.entities.User);<no-session-id>;8807633496253136898;1700673101414951725;1700673101459720360;durian;1;1
$1;1700673101461200575;public tools.descartes.teastore.persistence.domain.PersistenceUser tools.descartes.teastore.persistence.domain.UserRepository.getUserByName(java.lang.String);<no-session-id>;8807633496253136898;1700673101459822920;1700673101461188435;durian;5;2
$1;1700673101462413096;public long tools.descartes.teastore.persistence.domain.PersistenceUser.getId();<no-session-id>;8807633496253136898;1700673101462400114;1700673101462403351;durian;6;2
$1;1700673101462430657;public long tools.descartes.teastore.persistence.domain.UserRepository.createEntity(tools.descartes.teastore.entities.User);<no-session-id>;8807633496253136898;1700673101459756086;1700673101462426175;durian;4;1
$1;1700673101464564280;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;8807633496253136898;1700673101464531001;1700673101464546415;durian;8;2
$1;1700673101464598466;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;8807633496253136898;1700673101462529168;1700673101464589847;durian;7;1
$1;1700673101466135941;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;8807633496253136898;1700673101466117723;1700673101466121860;durian;10;2
$1;1700673101466159381;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;8807633496253136898;1700673101464631099;1700673101466152526;durian;9;1
$1;1700673101484178072;public boolean tools.descartes.teastore.persistence.domain.CategoryRepository.updateEntity(long, tools.descartes.teastore.entities.Category);<no-session-id>;8807633496253136898;1700673101480810623;1700673101484159887;durian;11;1
$1;1700673101484961499;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;8807633496253136898;1700673101484947787;1700673101484953424;durian;13;2
$1;1700673101486571299;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;8807633496253136898;1700673101486547823;1700673101486562461;durian;14;2
$1;1700673101486587316;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;8807633496253136898;1700673101484606765;1700673101486583307;durian;12;1
$1;1700673101486831911;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;8807633496253136898;1700673101486824596;1700673101486826205;durian;16;2
$1;1700673101487983320;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;8807633496253136898;1700673101487973963;1700673101487976146;durian;17;2
$1;1700673101487996465;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;8807633496253136898;1700673101486603787;1700673101487992510;durian;15;1
$1;1700673101488627305;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setId(long);<no-session-id>;8807633496253136898;1700673101488613378;1700673101488620673;durian;19;2
$1;1700673101488674273;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;8807633496253136898;1700673101488668121;1700673101488669619;durian;20;2
$1;1700673101488681626;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;8807633496253136898;1700673101488005875;1700673101488678406;durian;18;1
$1;1700673101490797096;public boolean tools.descartes.teastore.persistence.domain.ProductRepository.updateEntity(long, tools.descartes.teastore.entities.Product);<no-session-id>;8807633496253136898;1700673101489462673;1700673101490786042;durian;21;1
$1;1700673101493995023;public void tools.descartes.teastore.persistence.domain.PersistenceOrder.setUser(tools.descartes.teastore.persistence.domain.PersistenceUser);<no-session-id>;8807633496253136898;1700673101493970320;1700673101493980608;durian;23;2
$1;1700673101513614238;public long tools.descartes.teastore.persistence.domain.PersistenceOrder.getId();<no-session-id>;8807633496253136898;1700673101513586181;1700673101513598967;durian;24;2
$1;1700673101513642329;public long tools.descartes.teastore.persistence.domain.OrderRepository.createEntity(tools.descartes.teastore.entities.Order);<no-session-id>;8807633496253136898;1700673101493210333;1700673101513635824;durian;22;1
$1;1700673101514094096;public void tools.descartes.teastore.persistence.domain.PersistenceOrder.setUser(tools.descartes.teastore.persistence.domain.PersistenceUser);<no-session-id>;8807633496253136898;1700673101514081571;1700673101514083886;durian;26;2
$1;1700673101516078797;public long tools.descartes.teastore.persistence.domain.PersistenceOrder.getId();<no-session-id>;8807633496253136898;1700673101516060734;1700673101516064635;durian;27;2
$1;1700673101516104389;public long tools.descartes.teastore.persistence.domain.OrderRepository.createEntity(tools.descartes.teastore.entities.Order);<no-session-id>;8807633496253136898;1700673101513661528;1700673101516097678;durian;25;1
$1;1700673101516485456;public void tools.descartes.teastore.persistence.domain.PersistenceOrder.setUser(tools.descartes.teastore.persistence.domain.PersistenceUser);<no-session-id>;8807633496253136898;1700673101516474921;1700673101516477379;durian;29;2
$1;1700673101518463194;public long tools.descartes.teastore.persistence.domain.PersistenceOrder.getId();<no-session-id>;8807633496253136898;1700673101518446363;1700673101518449921;durian;30;2
$1;1700673101518490061;public long tools.descartes.teastore.persistence.domain.OrderRepository.createEntity(tools.descartes.teastore.entities.Order);<no-session-id>;8807633496253136898;1700673101516120429;1700673101518482857;durian;28;1
$1;1700673101520935855;public boolean tools.descartes.teastore.persistence.domain.UserRepository.updateEntity(long, tools.descartes.teastore.entities.User);<no-session-id>;8807633496253136898;1700673101518912272;1700673101520919734;durian;31;1
$1;1700673101523871227;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setProduct(tools.descartes.teastore.persistence.domain.PersistenceProduct);<no-session-id>;8807633496253136898;1700673101523847053;1700673101523856791;durian;33;2
$1;1700673101523948026;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setOrder(tools.descartes.teastore.persistence.domain.PersistenceOrder);<no-session-id>;8807633496253136898;1700673101523933955;1700673101523940929;durian;34;2
$1;1700673101526311702;public long tools.descartes.teastore.persistence.domain.PersistenceOrderItem.getId();<no-session-id>;8807633496253136898;1700673101526285017;1700673101526297242;durian;35;2
$1;1700673101526340438;public long tools.descartes.teastore.persistence.domain.OrderItemRepository.createEntity(tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101522474691;1700673101526331853;durian;32;1
$1;1700673101527343781;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setProduct(tools.descartes.teastore.persistence.domain.PersistenceProduct);<no-session-id>;8807633496253136898;1700673101527329149;1700673101527332270;durian;37;2
$1;1700673101527369925;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setOrder(tools.descartes.teastore.persistence.domain.PersistenceOrder);<no-session-id>;8807633496253136898;1700673101527362360;1700673101527364016;durian;38;2
$1;1700673101529152569;public long tools.descartes.teastore.persistence.domain.PersistenceOrderItem.getId();<no-session-id>;8807633496253136898;1700673101529135109;1700673101529139078;durian;39;2
$1;1700673101529174122;public long tools.descartes.teastore.persistence.domain.OrderItemRepository.createEntity(tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101526356369;1700673101529168159;durian;36;1
$1;1700673101530489774;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setProduct(tools.descartes.teastore.persistence.domain.PersistenceProduct);<no-session-id>;8807633496253136898;1700673101530474578;1700673101530477791;durian;41;2
$1;1700673101530521091;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setOrder(tools.descartes.teastore.persistence.domain.PersistenceOrder);<no-session-id>;8807633496253136898;1700673101530509729;1700673101530513489;durian;42;2
$1;1700673101532256813;public long tools.descartes.teastore.persistence.domain.PersistenceOrderItem.getId();<no-session-id>;8807633496253136898;1700673101532239320;1700673101532243304;durian;43;2
$1;1700673101532277267;public long tools.descartes.teastore.persistence.domain.OrderItemRepository.createEntity(tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101529191031;1700673101532271106;durian;40;1
$1;1700673101533197628;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setProduct(tools.descartes.teastore.persistence.domain.PersistenceProduct);<no-session-id>;8807633496253136898;1700673101533184354;1700673101533186923;durian;45;2
$1;1700673101533225172;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setOrder(tools.descartes.teastore.persistence.domain.PersistenceOrder);<no-session-id>;8807633496253136898;1700673101533218086;1700673101533219587;durian;46;2
$1;1700673101534914527;public long tools.descartes.teastore.persistence.domain.PersistenceOrderItem.getId();<no-session-id>;8807633496253136898;1700673101534900175;1700673101534903347;durian;47;2
$1;1700673101534936377;public long tools.descartes.teastore.persistence.domain.OrderItemRepository.createEntity(tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101532293393;1700673101534929982;durian;44;1
$1;1700673101535756204;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setProduct(tools.descartes.teastore.persistence.domain.PersistenceProduct);<no-session-id>;8807633496253136898;1700673101535741370;1700673101535743951;durian;49;2
$1;1700673101535780679;void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.setOrder(tools.descartes.teastore.persistence.domain.PersistenceOrder);<no-session-id>;8807633496253136898;1700673101535774089;1700673101535775533;durian;50;2
$1;1700673101537914801;public long tools.descartes.teastore.persistence.domain.PersistenceOrderItem.getId();<no-session-id>;8807633496253136898;1700673101537888308;1700673101537891959;durian;51;2
$1;1700673101537938744;public long tools.descartes.teastore.persistence.domain.OrderItemRepository.createEntity(tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101534951481;1700673101537932567;durian;48;1
$1;1700673101540954951;public boolean tools.descartes.teastore.persistence.domain.OrderItemRepository.updateEntity(long, tools.descartes.teastore.entities.OrderItem);<no-session-id>;8807633496253136898;1700673101538016629;1700673101540936030;durian;52;1
$1;1700673101548644434;private void tools.descartes.teastore.persistence.domain.PersistenceOrder.deleteOrders();<no-session-id>;8807633496253136898;1700673101542488138;1700673101548627219;durian;53;1
$1;1700673101568916578;private void tools.descartes.teastore.persistence.domain.PersistenceOrder.clearCaches();<no-session-id>;8807633496253136898;1700673101552572831;1700673101568899945;durian;54;1
$1;1700673101579075469;private void tools.descartes.teastore.persistence.domain.PersistenceUser.deleteOrders();<no-session-id>;8807633496253136898;1700673101571309269;1700673101579056166;durian;55;1
$1;1700673101581302839;private void tools.descartes.teastore.persistence.domain.PersistenceUser.clearCaches();<no-session-id>;8807633496253136898;1700673101581174037;1700673101581286842;durian;56;1
$1;1700673101587259621;private void tools.descartes.teastore.persistence.domain.PersistenceOrderItem.clearCaches();<no-session-id>;8807633496253136898;1700673101587090319;1700673101587243888;durian;57;1
$1;1700673101597973259;public java.util.List tools.descartes.teastore.persistence.domain.OrderItemRepository.getAllEntitiesWithProduct(long, int, int);<no-session-id>;8807633496253136898;1700673101594005621;1700673101597952493;durian;58;1
